"EmployerName","Address","CompanyNumber","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","CompanyLinkToGPGInfo","ResponsiblePerson","EmployerSize","CurrentName","SubmittedAfterTheDeadline","�..X","Y","objectid","pcds","oa11","laua","ward","lsoa11","msoa11","rgn"
"BT MANAGED SERVICES LIMITED","81 Newgate Street,
London,
United Kingdom,
EC1A 7AJ","6423121","61900",14.1,10.2,41.5,29.8,78.9,51.1,84.9,15.1,72.4,27.6,94.3,5.7,96.6,3.4,"https://www.btplc.com/Purposefulbusiness/Ourapproach/Ourpolicies/Genderpaygap/index.htm","Michael Mohun (Company Secretary)","250 to 499","BT MANAGED SERVICES LIMITED",FALSE,-0.097891070298554,51.5155258625452,746436,"EC1A 7AJ","E00000024","E09000001","E05009304","E01032739","E02000001","E12000007"
"BT SOUTH TYNESIDE LIMITED","81 Newgate Street,
London,
United Kingdom,
EC1A 7AJ","6656934","61900",20.3,36.4,0,0,0,0,27,73,18.8,81.2,26.6,73.4,65.6,34.4,"https://www.btplc.com/Purposefulbusiness/Ourapproach/Ourpolicies/Genderpaygap/index.htm","Michael Mohun (Company Secretary)","250 to 499","BT SOUTH TYNESIDE LIMITED",FALSE,-0.097891070298554,51.5155258625452,746436,"EC1A 7AJ","E00000024","E09000001","E05009304","E01032739","E02000001","E12000007"
"BTG PLC","5 Fleet Place,
London,
United Kingdom,
EC4M 7RD","2670500","72190",17.3,11.4,24.2,20.4,96.6,99.4,53.3,46.7,51.5,48.5,45.2,54.8,68.3,31.7,"https://www.btgplc.com/media/2164/2018-gender-gap_final.pdf","Louise Makin (CEO)","250 to 499","BTG PLC",FALSE,-0.104040343266076,51.5153016972523,756538,"EC4M 7RD","E00000026","E09000001","E05009305","E01032740","E02000001","E12000007"
"BUCK CONSULTANTS LIMITED","160, Queen Victoria Street,
London,
EC4V 4AN","1615055","64209",24.1,24.5,39.7,45,75,67.2,33.3,66.7,62.7,37.3,52.7,47.3,78.7,21.3,"https://downloads.conduent.com/content/gbr/en/document/CNDT_2018_Gender_Pay_Gap_Report_UK_040318_930amPST.pdf","Jeff Friedel (Chief People Officer)","250 to 499","BUCK CONSULTANTS LIMITED",FALSE,-0.102493602592012,51.5122910836859,757671,"EC4V 4AN","E00000024","E09000001","E05009304","E01032739","E02000001","E12000007"
"BÜHLER UK LIMITED","20, Atlantis Avenue,
London,
E16 2BF","434274","28990",19.3,18.9,32.7,10.8,94,87,76.5,23.5,66.2,33.8,82.4,17.6,95.6,4.4,"http://www.buhlergroup.com/global/en/downloads/GPGR_5_April_2017_Web.pdf","Grahame Gibson (HR Manager)","250 to 499","BÜHLER UK LIMITED",FALSE,0.075843590379578,51.5075785451065,730074,"E16 2BF","E00174974","E09000025","E05000475","E01003482","E02000746","E12000007"
"BUILDER DEPOT LIMITED","Citroen Wells,
Devonshire House,
1 Devonshire Street,
London,
United Kingdom,
W1W 5DR","4287341","46730",3.8,4.2,-6.9,54.4,82.6,84.2,86.3,13.7,87.7,12.3,84.9,15.1,79.5,20.5,"http://www.builderdepot.co.uk/gender_pay_gap_report/","Michael Aaronson (Managing Director)","250 to 499","BUILDER DEPOT LIMITED",FALSE,-0.144076159047381,51.5224706355885,2442230,"W1W 5DR","E00023818","E09000033","E05000641","E01004715","E02000972","E12000007"
"BUNZL RETAIL & HEALTHCARE SUPPLIES LIMITED","York House,
45 Seymour Street,
London,
United Kingdom,
W1H 7JT","62537","46900",7.4,-5.8,23,-24.8,82.5,88.4,66.8,33.2,70,30,62.4,37.6,61.5,38.5,"http://www.bunzl.com/responsibility/gender-pay-reporting.aspx","Andrew Tedbury (Managing Director, Bunzl UK & Ireland)","1000 to 4999","BUNZL RETAIL & HEALTHCARE SUPPLIES LIMITED",FALSE,-0.160364574279022,51.5142650926439,2432433,"W1H 7JT","E00023509","E09000033","E05000632","E01004658","E02000971","E12000007"
"BUNZL UK LIMITED","York House,
45 Seymour Street,
London,
United Kingdom,
W1H 7JT","2902454","46900",17.5,-6.3,52.9,-29.5,75.7,71.8,77.5,22.5,66.3,33.7,58.5,41.5,71.7,28.3,"http://www.bunzl.com/responsibility/gender-pay-reporting.aspx","Andrew Tedbury (Managing Director, Bunzl UK & Ireland)","1000 to 4999","BUNZL UK LIMITED",FALSE,-0.160364574279022,51.5142650926439,2432433,"W1H 7JT","E00023509","E09000033","E05000632","E01004658","E02000971","E12000007"
"BUPA CARE HOMES (AKW) LIMITED","1 Angel Court,
London,
United Kingdom,
EC2R 7HJ","4122364","96090",0.6,3.1,28.2,0,69.5,69,19.8,80.2,22,78,21.1,78.9,24.6,75.4,"https://www.bupa.com/genderpaygap","Nigel Sullivan (Chief People Officer)","500 to 999","BUPA CARE HOMES (AKW) LIMITED",FALSE,-0.087493790419809,51.5153117678447,752687,"EC2R 7HJ","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"BUPA CARE HOMES (ANS) LIMITED","1 Angel Court,
London,
United Kingdom,
EC2R 7HJ","1960990","96090",1.2,2.2,-35.5,0,72.8,71.8,14,86,16.6,83.4,18,82,19.6,80.4,"https://www.bupa.com/genderpaygap","Nigel Sullivan (Chief People Officer)","1000 to 4999","BUPA CARE HOMES (ANS) LIMITED",FALSE,-0.087493790419809,51.5153117678447,752687,"EC2R 7HJ","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"BUPA CARE HOMES (BNH) LIMITED","1 Angel Court,
London,
United Kingdom,
EC2R 7HJ","2079932","96090",2.1,5,6.5,0,73.5,74.3,13.4,86.6,15,85,23,77,18.5,81.5,"https://www.bupa.com/genderpaygap","Nigel Sullivan (Chief People Officer)","1000 to 4999","BUPA CARE HOMES (BNH) LIMITED",FALSE,-0.087493790419809,51.5153117678447,752687,"EC2R 7HJ","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"BUPA CARE HOMES (CFCHOMES) LIMITED","1 Angel Court,
London,
United Kingdom,
EC2R 7HJ","2006738","86900",-1.1,1.2,12.4,0,74.1,72.3,17,83,16.3,83.7,18,82,19.5,80.5,"https://www.bupa.com/genderpaygap","Nigel Sullivan (Chief People Officer)","1000 to 4999","BUPA CARE HOMES (CFCHOMES) LIMITED",FALSE,-0.087493790419809,51.5153117678447,752687,"EC2R 7HJ","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"BUPA CARE HOMES (CFHCARE) LIMITED","1 Angel Court,
London,
United Kingdom,
EC2R 7HJ","2741070","86900",11.7,3,35.1,0,78.2,79.7,17.8,82.2,15,85,19.4,80.6,19.2,80.8,"https://www.bupa.com/genderpaygap","Nigel Sullivan (Chief People Officer)","1000 to 4999","BUPA CARE HOMES (CFHCARE) LIMITED",FALSE,-0.087493790419809,51.5153117678447,752687,"EC2R 7HJ","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"BUPA CARE HOMES (GL) LIMITED","1 Angel Court,
London,
United Kingdom,
EC2R 7HJ","1587972","86900",-0.2,2.1,42,0,75.3,75.8,11.8,88.2,14.9,85.1,18.1,81.9,16.7,83.3,"https://www.bupa.com/genderpaygap","Nigel Sullivan (Chief People Officer)","500 to 999","BUPA CARE HOMES (GL) LIMITED",FALSE,-0.087493790419809,51.5153117678447,752687,"EC2R 7HJ","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"BUPA CARE HOMES (PARTNERSHIPS) LIMITED","1 Angel Court,
London,
United Kingdom,
EC2R 7HJ","2216429","86210,
86900",-0.5,0.4,29,-0.9,61.7,67,9,91,6.3,93.7,10.8,89.2,9,91,"https://www.bupa.com/genderpaygap","Nigel Sullivan (Chief People Officer)","250 to 499","BUPA CARE HOMES (PARTNERSHIPS) LIMITED",FALSE,-0.087493790419809,51.5153117678447,752687,"EC2R 7HJ","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"BUPA INSURANCE SERVICES LIMITED","1 Angel Court,
London,
United Kingdom,
EC2R 7HJ","3829851","82990",19.1,6.9,43.3,11,85.4,86.9,38,62,36.6,63.4,36,64,49.6,50.4,"https://www.bupa.com/genderpaygap","Nigel Sullivan (Chief People Officer)","1000 to 4999","BUPA INSURANCE SERVICES LIMITED",FALSE,-0.087493790419809,51.5153117678447,752687,"EC2R 7HJ","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"BUPA OCCUPATIONAL HEALTH LIMITED","1 Angel Court,
London,
United Kingdom,
EC2R 7HJ","631336","86900",25.1,28.5,34.3,24.7,86,85.7,8.8,91.2,27.2,72.8,20.2,79.8,36,64,"https://www.bupa.com/genderpaygap","Nigel Sullivan (Chief People Officer)","250 to 499","BUPA OCCUPATIONAL HEALTH LIMITED",FALSE,-0.087493790419809,51.5153117678447,752687,"EC2R 7HJ","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"BURBERRY LIMITED","Horseferry House,
Horseferry Road,
London,
United Kingdom,
SW1P 2AW","162636","13921,
14132,
46420,
47710",25.9,7.8,34.4,15.9,36,33,27.5,72.5,31.8,68.2,31.5,68.5,41.8,58.2,"https://www.burberryplc.com/content/dam/burberry/corporate/Responsibility/Performance/Docs/Gender%20Pay%20Gap%20Report.pdf","Marco Gobbetti (CEO)","1000 to 4999","BURBERRY LIMITED",FALSE,-0.126519723220206,51.494700788402,2240198,"SW1P 2AW","E00024024","E09000033","E05000646","E01004745","E02000980","E12000007"
"BURGER & LOBSTER RESTAURANT GROUP LIMITED","37-41 Bedford Row,
London,
United Kingdom,
WC1R 4JH","8332271","64209",-0.6,0.3,-2.6,0,5.2,3.2,58.7,41.3,29.9,70.1,74.6,25.4,60.6,39.4,"","Misha Zelman (CEO)","500 to 999","BURGER & LOBSTER RESTAURANT GROUP LIMITED",FALSE,-0.116311253467356,51.5197079821097,2485910,"WC1R 4JH","E00004554","E09000007","E05000138","E01000914","E02000193","E12000007"
"BUSABA EATHAI LIMITED","2nd Floor 42-48 Great Portland Street,
London,
United Kingdom,
W1W 7NB","4956194","56101",1,-8,56,39,7,11,91,9,65,35,58,42,65,35,"http://www.busaba.com","Brigid Hughes (Financial Director)","500 to 999","BUSABA EATHAI LIMITED",FALSE,-0.141214559666307,51.517344449194,2442697,"W1W 7NB","E00024130","E09000033","E05000649","E01004765","E02000972","E12000007"
"Business In The Community","137 Shepherdess Walk,
London,
United Kingdom,
N1 7RQ","1619253","94110",3.2,6.5,0,0,0,0,24,76,26,74,35,65,25,75,"https://www.bitc.org.uk/about-us","Francoise Seacroft (Human Resources Director)","250 to 499","Business In The Community",FALSE,-0.094748926894311,51.533478245653,1445271,"N1 7RQ","E00176243","E09000012","E05009378","E01001782","E02000370","E12000007"
"BUTTERWORTHS LIMITED","Lexis House, 30 Farringdon Street,
London,
EC4A 4HH","2826955","58110,
58142",17.2,18.6,69.4,90.5,87,83.8,43.2,56.8,40.2,59.8,59.3,40.7,58.7,41.3,"http://www.lexisnexis.co.uk/pdf/2017_UK_GPG_Report_Butterworths_Limited.pdf","Alyce Clark (EVP Human Resources)","1000 to 4999","BUTTERWORTHS LIMITED",FALSE,-0.104292575166819,51.5161690804232,756305,"EC4A 4HH","E00000026","E09000001","E05009305","E01032740","E02000001","E12000007"
"Buzzacott LLP","130 Wood Street,
London,
United Kingdom,
EC2V 6DL","OC329687","",10.3,20.5,26.2,24.8,30.6,37,44,56,38,62,57,43,52,48,"http://www.buzzacott.co.uk/Buzzacott/media/buzzacott-media/Reports/Buzzacott-Gender-Pay-Gap-2017.pdf","Amanda Francis (Managing Partner)","250 to 499","Buzzacott LLP",FALSE,-0.094834120591477,51.5145229990944,752966,"EC2V 6DL","E00000024","E09000001","E05009304","E01032739","E02000001","E12000007"
"BYRNE BROS. (FORMWORK) LIMITED","53 Great Suffolk Street,
London,
England,
SE1 0DB","1179102","41201",27,-22,71,0,40,75,91,9,88,12,88,12,89,11,"","Paul Salmon (Managing Director)","250 to 499","BYRNE BROS. (FORMWORK) LIMITED",FALSE,-0.100933251704353,51.5030302394116,2005573,"SE1 0DB","E00166633","E09000028","E05000536","E01003927","E02000808","E12000007"
"BYRON HAMBURGERS LIMITED","1st Floor 14-15 Berners Street,
London,
United Kingdom,
W1T 3LJ","7228130","56101",11,4,-106.9,-652,37.9,17,54.8,45.2,66.9,33.1,66.5,33.5,67.4,32.6,"https://www.byronhamburgers.com/privacy","Mike Williams (Chief People Officer)","1000 to 4999","BYRON HAMBURGERS LIMITED",FALSE,-0.136401344505955,51.5173220351088,2439146,"W1T 3LJ","E00024128","E09000033","E05000649","E01004763","E02000972","E12000007"
"BYWATERS (LEYTON) LIMITED","Lea Riverside,
Twelvetrees Crescent,
Bow,
London,
United Kingdom,
E3 3JG","505212","38320",-30,-20,-4,37,14,39,92,8,86,14,84,16,68,32,"http://www.bywaters.co.uk/about-us/acting-responsibly.html","Nicki Munoz (Associate Director)","250 to 499","BYWATERS (LEYTON) LIMITED",FALSE,-0.004695360376436,51.5227811641231,737192,"E3 3JG","E00017699","E09000025","E05000477","E01003500","E02000740","E12000007"
"C. Hoare & Co.","37 Fleet Street,
London,
United Kingdom,
EC4P 4DQ","240822","64191",32.7,28.3,27.7,38.5,88.8,91.6,53,47,51,49,65,35,79,21,"https://www.hoaresbank.co.uk/sites/default/files/styles/Gender%20Pay_0.pdf","Aaron McKenzie (Head of Human Resources)","250 to 499","C. Hoare & Co.",FALSE,-0.112016550392871,51.5245669728896,757093,"EC4P 4DQ","E00013578","E09000019","E05000370","E01002726","E02000575","E12000007"
"C.E.X. LIMITED","Sterling House,
Fulbourne Road,
London,
United Kingdom,
E17 4EE","3194152","62090",12.8,2.3,54.9,19.9,87.9,84.4,58,42,72.1,27.9,75,25,77.6,22.4,"https://uk.webuy.com/site/gpg/","David Mullins (Managing Director)","1000 to 4999","C.E.X. LIMITED",FALSE,-0.005105556607919,51.5945220253055,731607,"E17 4EE","E00171512","E09000031","E05000592","E01004348","E02000904","E12000007"
"CABANA RESTAURANTS LIMITED","8 Lancashire Court,
London,
United Kingdom,
W1S 1EY","7627429","56101",28.6,14.2,61.7,57.6,8.7,7.5,45,55,58.2,41.8,57,43,73.4,26.6,"","Hannah Williams (HR Manager)","250 to 499","CABANA RESTAURANTS LIMITED",FALSE,-0.145597935191701,51.5126926606767,2437820,"W1S 1EY","E00175189","E09000033","E05000649","E01033595","E02000972","E12000007"
"CABLE NEWS INTERNATIONAL LIMITED","16, Great Marlborough Street,
London,
W1F 7HS","5001368","59113",-2.8,23.5,36.6,53,90,85,43,57,42,58,70,30,73,27,"https://www.turner.com/s3fs-public/Turner_UK_Gender_Pay_Gap_Report_2017.pdf","Ellie Browne (Vice President Legal)","250 to 499","CABLE NEWS INTERNATIONAL LIMITED",FALSE,-0.139082204469713,51.5144959228382,2429729,"W1F 7HS","E00175191","E09000033","E05000649","E01033595","E02000972","E12000007"
"CACI LIMITED","Caci House Kensington Village,
Avonmore Road,
London,
United Kingdom,
W14 8TS","1649776","58290,
62020,
63110,
73200",19.1,26.5,49.6,5.1,44,44,55,45,74,26,82,18,82,18,"https://www.caci.co.uk/resource/gpg-report","Gregory Bradford (Chief Executive)","500 to 999","CACI LIMITED",FALSE,-0.20359260051904,51.4925343865326,2424459,"W14 8TS","E00009327","E09000013","E05000252","E01001870","E02000383","E12000007"
"Cafcass","3rd Floor,
21 Bloomsbury Street,
London,
WC1B 3HF","","1",4.8,0,-20,0,1.2,1,16.4,83.6,17.2,82.8,19,81,22.3,77.7,"https://www.cafcass.gov.uk/about-cafcass/transparency-information/","","1000 to 4999","Cafcass",FALSE,-0.128453662126128,51.5181667224059,2483913,"WC1B 3HF","E00174659","E09000007","E05000129","E01000855","E02000193","E12000007"
"CAFE ROYAL MANAGEMENT LIMITED","68, Regent Street,
London,
W1B 4DY","7791054","55100,
56101,
56301",23,10,15,-1,52,51,48,52,35,65,53,47,67,33,"https://806d2bf04cf5fa54997a-e7c5344b3b84eec5da7b51276407b19c.ssl.cf1.rackcdn.com/u/hotel-cafe-royal/menus/HCR-Gender-Pay-Gap-Report-2017.pdf","Guillaume Marly (Managing Director)","250 to 499","CAFE ROYAL MANAGEMENT LIMITED",FALSE,-0.135627961462069,51.509791836616,2427986,"W1B 4DY","E00024112","E09000033","E05000649","E01033595","E02000972","E12000007"
"CAFFE CONCERTO PAYE LIMITED","29, - 31,
Piccadilly,
London,
W1J 0LF","7962456","78300",5.7,1.9,-7.4,-38.1,59.3,65.8,69.7,30.3,43.4,56.6,51.6,48.4,68,32,"","TARIQ HASSAN (ACCOUNTANT)","250 to 499","CAFFE CONCERTO PAYE LIMITED",FALSE,-0.136802486076768,51.5092619441536,2432719,"W1J 0LF","E00024112","E09000033","E05000649","E01033595","E02000972","E12000007"
"CAFFE NERO GROUP HOLDINGS LTD","3 Neal Street,
London,
United Kingdom,
WC2H 9PU","5936386","70100",7.7,2.6,24.5,0,30.7,28.9,34.6,65.4,33.8,66.2,35.5,64.5,39.8,60.2,"https://caffenero.com/uk/en/caffe-nero-gender-pay-key-facts/","Gerry Ford (Chairman & Founder)","5000 to 19,999","CAFFE NERO GROUP HOLDINGS LTD",FALSE,-0.12489093934909,51.5136674179471,2489615,"WC2H 9PU","E00023955","E09000033","E05000644","E01004735","E02000977","E12000007"
"CALABASH GROUP SERVICES LIMITED","5, - 9 Eden Street,
Kingston Upon Thames,
Surrey,
KT1 1BQ","2764589","81210",0.1,1,0,0,0,0,57,43,21,79,42,58,42,58,"","Archie Hill (Director)","250 to 499","CALABASH GROUP SERVICES LIMITED",TRUE,-0.305535200317583,51.4091079424361,1120649,"KT1 1BQ","E00014949","E09000021","E05000408","E01002968","E02000606","E12000007"
"CALIBRE RECRUITMENT LIMITED","11 Charing Cross Road,
City Of Westminster,
London,
United Kingdom,
WC2H 0QU","3604158","78200",-4,0,0,0,0,0,43.8,56.2,24.8,75.2,27.2,72.8,40.4,59.6,"http://www.calibreinternational.co.uk/gender_pay_gap.html","Dace Fridberga (Managing Director)","500 to 999","CALIBRE RECRUITMENT LIMITED",FALSE,-0.128657898132777,51.5100225674505,2489003,"WC2H 0QU","E00023929","E09000033","E05000644","E01004734","E02000977","E12000007"
"CAMBIAN ASPERGER SYNDROME SERVICES LIMITED","4th Floor, Waterfront Building Hammersmith Embankment,
Chancellors Road,
London,
United Kingdom,
W6 9RU","4117476","96090",7.9,2.3,0,0,0,0,16.4,83.6,34.3,65.7,32.3,67.7,30.9,69.1,"http://www.cambiangroup.com/","Robert Walker (Director of People)","250 to 499","CAMBIAN ASPERGER SYNDROME SERVICES LIMITED",FALSE,-0.225195784915703,51.485992895405,2454372,"W6 9RU","E00009452","E09000013","E05000255","E01001891","E02000389","E12000007"
"CAMBIAN AUTISM SERVICES LIMITED","4th Floor, Waterfront Building Hammersmith Embankment,
Chancellors Road,
London,
United Kingdom,
W6 9RU","3449214","85590",2.3,2.2,0,0,0,0,35.2,64.8,36.6,63.4,44,56,34.8,65.2,"http://www.cambiangroup.com/","Robert Walker (Director of People)","500 to 999","CAMBIAN AUTISM SERVICES LIMITED",FALSE,-0.225195784915703,51.485992895405,2454372,"W6 9RU","E00009452","E09000013","E05000255","E01001891","E02000389","E12000007"
"CAMBIAN CHILDCARE LIMITED","4th Floor, Waterfront Building Hammersmith Embankment,
Chancellors Road,
London,
United Kingdom,
W6 9RU","4280519","87900",5.1,4.9,9.6,15,4.8,5.9,23,77,34.1,65.9,33.7,66.3,37.4,62.6,"http://www.cambiangroup.com/","Robert Walker (Director of People)","1000 to 4999","CAMBIAN CHILDCARE LIMITED",FALSE,-0.225195784915703,51.485992895405,2454372,"W6 9RU","E00009452","E09000013","E05000255","E01001891","E02000389","E12000007"
"CAMBIAN WHINFELL SCHOOL LIMITED","4th Floor, Waterfront Building Hammersmith Embankment,
Chancellors Road,
London,
United Kingdom,
W6 9RU","4617562","85590",3.1,1.1,-6.9,-100,4.1,2.5,35.8,64.2,33.1,66.9,36.1,63.9,35,65,"http://www.cambiangroup.com/","Robert Walker (Director of People)","500 to 999","CAMBIAN WHINFELL SCHOOL LIMITED",FALSE,-0.225195784915703,51.485992895405,2454372,"W6 9RU","E00009452","E09000013","E05000255","E01001891","E02000389","E12000007"
"Camden and Islington NHS Foundation Trust","4 St Pancras Way,
London,
London,
United Kingdom,
NW1 0PE","","1,
86210",12.1,7.8,46.6,0,43.6,40.9,28.1,71.9,21.7,78.3,35.3,64.7,36.6,63.4,"https://www.candi.nhs.uk/about-us/equality-diversity-and-human-rights","","1000 to 4999","Camden and Islington NHS Foundation Trust",FALSE,-0.131631716625467,51.5366524694865,1635347,"NW1 0PE","E00004750","E09000007","E05000143","E01000958","E02000184","E12000007"
"CAMERON FLOW CONTROL TECHNOLOGY (UK) LIMITED","100 New Bridge Street,
London,
United Kingdom,
EC4V 6JA","8379585","28990",37.6,40.5,12.5,45.4,75.7,37.6,58.8,41.2,85,15,93.9,6.1,92,8,"https://www.slb.com/about/guiding_principles/diversity.aspx","Mark Higgins (Cameron Area Tax Manager)","250 to 499","CAMERON FLOW CONTROL TECHNOLOGY (UK) LIMITED",FALSE,-0.103998660635159,51.5135294452495,757925,"EC4V 6JA","E00000024","E09000001","E05009304","E01032739","E02000001","E12000007"
"CAMERON HOUSE RESORT (LOCH LOMOND) LIMITED","One,
Fleet Place,
London,
United Kingdom,
EC4M 7WS","6126450","55100",5.4,2.4,-12.1,38.2,2.5,12.1,45,55,37.6,62.4,48.6,51.4,44,56,"http://www.cameronhouse.co.uk/","Jennifer Jurgensen (Director of Human Resources)","250 to 499","CAMERON HOUSE RESORT (LOCH LOMOND) LIMITED",FALSE,-0.112016550392871,51.5245669728896,756557,"EC4M 7WS","E00013578","E09000019","E05000370","E01002726","E02000575","E12000007"
"CAMPUS LIVING VILLAGES UK LIMITED","6th, Floor One London Wall,
London,
EC2Y 5EB","6604874","68320",21.1,15.6,30.3,0.3,17.8,12.7,26.2,73.8,41,59,62.3,37.7,52.5,47.5,"https://www.campuslivingvillages.com/about-us/corporate-social-responsibility/ukgenderpaygapreport2017/","Peter Berry (Interim CEO (UK))","250 to 499","CAMPUS LIVING VILLAGES UK LIMITED",FALSE,-0.096030450517448,51.5172852223884,753350,"EC2Y 5EB","E00000007","E09000001","E05009288","E01000001","E02000001","E12000007"
"CANARY WHARF CONTRACTORS LIMITED","One Canada Square,
Canary Wharf,
London,
United Kingdom,
E14 5AB","2352250","41201",46.4,45.3,70.9,47.2,94,94,57,43,76,24,92,8,93,7,"","Camille Waxer (Managing Director - Retail & Chief Administrative Officer)","250 to 499","CANARY WHARF CONTRACTORS LIMITED",FALSE,-0.01949614767421,51.5049381903202,726679,"E14 5AB","E00167122","E09000030","E05009323","E01032771","E02006854","E12000007"
"CANARY WHARF GROUP PLC","One Canada Square, Canary Wharf,
London,
E14 5AB","4191122","82990",29.8,7.4,48.8,8.6,92,92,82,18,68,32,69,31,86,14,"","Camille Waxer (Managing Director - Retail & Chief Administrative Officer)","1000 to 4999","CANARY WHARF GROUP PLC",FALSE,-0.01949614767421,51.5049381903202,726679,"E14 5AB","E00167122","E09000030","E05009323","E01032771","E02006854","E12000007"
"CANARY WHARF MANAGEMENT LIMITED","One Canada Square,
Canary Wharf,
London,
United Kingdom,
E14 5AB","2067510","68320",4,-9.9,26.7,13.4,93,90,89,11,83,17,81,19,84,16,"","Camille Waxer (Managing Director - Retail & Chief Administrative Officer)","500 to 999","CANARY WHARF MANAGEMENT LIMITED",FALSE,-0.01949614767421,51.5049381903202,726679,"E14 5AB","E00167122","E09000030","E05009323","E01032771","E02006854","E12000007"
"Cancer Research UK","Angel Building,
407 St. John Street,
London,
United Kingdom,
EC1V 4AD","4325234","86900",18.7,19.2,20.1,18.8,13.9,19.6,18,82,22,78,21,79,32,68,"http://www.cancerresearchuk.org/about-us/our-organisation/equality-diversity-and-inclusion/news-and-events/gender-pay-report","Harpal Kumar (Chief Executive Officer)","1000 to 4999","Cancer Research UK",FALSE,-0.106880101616562,51.5312736984639,749182,"EC1V 4AD","E00013551","E09000019","E05000370","E01002727","E02000574","E12000007"
"CANON EUROPE LIMITED","3, The Square,
Stockely Park,
Uxbridge,
UB11 1ET","4093977","27900",38,31.2,56.7,35,86.9,84.2,43,57,60.3,39.7,71.9,28.1,90.4,9.6,"https://www.canon-europe.com/about_us/about_canon/gender_pay_gap_report/","Rokus Van Iperen (CEO & President)","500 to 999","CANON EUROPE LIMITED",FALSE,-0.435902790245214,51.5091172885078,2409151,"UB11 1ET","E00011976","E09000017","E05000325","E01002406","E02000520","E12000007"
"CANOPIUS SERVICES LIMITED","Gallery 9, One Lime Street,
London,
EC3M 7HA","2733994","96090",39.9,38.8,62.4,57.8,85,85.5,50,50,48.3,51.7,65.9,34.1,86.4,13.6,"","Mike Duffy (CEO)","250 to 499","CANOPIUS SERVICES LIMITED",FALSE,-0.082257510522537,51.5130140102599,754511,"EC3M 7HA","E00000035","E09000001","E05009310","E01032739","E02000001","E12000007"
"CANUTE DISTRIBUTION LIMITED","St Bride's House,
10 Salisbury Square London,
United Kingdom,
EC4Y 8EH","2256810","49410",1.6,2.8,0.3,0.3,82,48,99,1,96,4,98,2,98,2,"http://www.canutegroup.com/gender-pay-gap/","Noel Marshall (Managing Director)","500 to 999","CANUTE DISTRIBUTION LIMITED",FALSE,-0.105933474753818,51.5134437943936,758279,"EC4Y 8EH","E00000025","E09000001","E05009305","E01032740","E02000001","E12000007"
"CAPE ENGINEERING SERVICES LIMITED","Drayton Hall,
Church Road,
West Drayton,
Middlesex,
United Kingdom,
UB7 7PS","2887096","25990,
33190,
33200",31.2,40.2,82.3,31.4,33.6,6.3,92.8,7.2,100,0,99.4,0.6,98.2,1.8,"","Barbara Wilson (HR Director)","500 to 999","CAPE ENGINEERING SERVICES LIMITED",FALSE,-0.469166382673342,51.5038102557498,2415639,"UB7 7PS","E00012574","E09000017","E05000342","E01002525","E02000522","E12000007"
"Capel Manor College","Bullsmoor Lane,
Enfield,
EN1 4RQ","","1",11.6,7.6,0,0,0,0,37.6,62.4,19.8,80.2,27.1,72.9,38.8,61.2,"https://www.capel.ac.uk/pdf/Gender-Pay-Gap-Reporting-Statement.pdf","","250 to 499","Capel Manor College",FALSE,-0.057141204840964,51.6803835483748,791557,"EN1 4RQ","E00007029","E09000010","E05000195","E01001412","E02000280","E12000007"
"CAPITA BIRMINGHAM LIMITED","71 Victoria Street,
London,
SW1H 0XA","5660977","96090",-1.9,-4.5,61.7,37.3,10.3,8.1,81,19,81,19,78.5,21.5,78.5,21.5,"http://www.capita.com/media/3082/gender-pay-gap-report.pdf","David Deacon (Executive Director of Talent)","250 to 499","CAPITA BIRMINGHAM LIMITED",FALSE,-0.13416702672042,51.4975834665658,2239599,"SW1H 0XA","E00175249","E09000033","E05000644","E01004731","E02000979","E12000007"
"CAPITA BUSINESS SERVICES LTD","71, Victoria Street,
Westminster,
London,
SW1H 0XA","2299747","62020",37.4,30.8,61.5,63.9,22.8,26.2,42.1,57.9,44.5,55.5,49,51,78.9,21.1,"http://www.capita.com/media/3082/gender-pay-gap-report.pdf","David Deacon (Executive Director of Talent)","5000 to 19,999","CAPITA BUSINESS SERVICES LTD",FALSE,-0.13416702672042,51.4975834665658,2239599,"SW1H 0XA","E00175249","E09000033","E05000644","E01004731","E02000979","E12000007"
